Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"VIA MICHELE STELLA 2, 33075, CORDOVADO, PN",01862120936,UTILITECH S.R.L.,SEDE,45.84747,12.886726
"VIA MICHIELI 21, 33050, BAGNARIA ARSA, UD",02548360300,A.P. INFISSI S.R.L.,SEDE,45.883588,13.284748
"VIA MICOSSI 10, 33011, ARTEGNA, UD",02806310302,DEM SRL TRASPORTI E LOGISTICA,UL-2,46.233845,13.155938
"VIA MILANESE 20, 20099, SESTO SAN GIOVANNI, MI",06378820960,COATS ITALY S.R.L.,SEDE,45.536399,9.218372
"VIA MILANO 108/A, 25126, BRESCIA, BS",04195000981,COSTRUZIONI ELETTROTECNICHE TRIESTINE SRL,SEDE,45.545895,10.192701
"VIA MILANO 12, 34122, TRIESTE, TS",00819200320,MOTO RACING - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.651354,13.775008
"VIA MILANO 15, 34132, TRIESTE, TS",01143010328,CENTRO SERVIZI F.A.B.I. ALPE ADRIA - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.654072,13.772764
"VIA MILANO 16, 34132, TRIESTE, TS",01301900328,SALONICCO S.R.L.,SEDE,45.654158,13.769411
"VIA MILANO 17, 34122, TRIESTE, TS",00698020328,ALPENADRIA SERVICE S.R.L.,SEDE,45.651354,13.775008
"VIA MILANO 17, 34132, TRIESTE, TS",00774940324,AM FUNCONCEPT S.R.L.,SEDE,45.65398199999999,13.772858999999999
"VIA MILANO 18, 34132, TRIESTE, TS",00827930322,FABIANI CLAUDIO S.R.L.,SEDE,45.654158,13.769411
"VIA MILANO 2, 34132, TRIESTE, TS",01187080328,HANGARAGE SRL,SEDE,45.654729,13.771112
"VIA MILANO 20, 34132, TRIESTE, TS",00954360327,AURORA VIAGGI S.R.L.,SEDE,45.654158,13.769411
"VIA MILANO 22, 34122, TRIESTE, TS",00822550323,EUROPA 2000 IMP. EXP. S.R.L.,UL-1,45.651354,13.775008
"VIA MILANO 23, 34132, TRIESTE, TS",01169350327,R.S. SRL,SEDE,45.653695,13.774237
"VIA MILANO 25, 34132, TRIESTE, TS",01013430325,A.  &  D.  S.R.L.,SEDE,45.65352600000001,13.774657999999997
"VIA MILANO 29/A, 34132, TRIESTE, TS",01316540325,DOMUS INDUSTRIA SRLS,SEDE,45.653407,13.77499
"VIA MILANO 3, 34132, TRIESTE, TS",00409920584,GENERALI ITALIA S.P.A.,UL-2,45.654496,13.77121
"VIA MILANO 3/C, 34132, TRIESTE, TS",07790430966,COMDATA S.P.A.,UL-1,45.654496,13.77121
"VIA MILANO 37/B, 34122, TRIESTE, TS",00730190329,SALFEM - SOCIETA  A RESPONSABILITA  LIMITATA IN FORMA ABBREVIATA: SALFEM S.R.L.,UL-1,45.653152,13.776041
"VIA MILANO 4, 34122, TRIESTE, TS",01307230324,CADENARO JUNIOR - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.651354,13.775008
"VIA MILANO 4, 34132, TRIESTE, TS",01092400322,MEDITERRANEA S.R.L.,SEDE,45.65454,13.771518
"VIA MILANO 4/1, 34132, TRIESTE, TS",02403450303,CLIMASSISTANCE S.R.L.,UL-1,45.65454,13.771518
"VIA MILANO 4/2, 34132, TRIESTE, TS",01092400322,MEDITERRANEA S.R.L.,UL-2,45.65454,13.771518
"VIA MILANO 5, 34132, TRIESTE, TS",00135790319,BELLATRIX S.R.L.,SEDE,45.654440000000015,13.771454000000004
"VIA MILANO 5/A, 33057, PALMANOVA, UD",02797540305,STUDIO G.M. S.R.L. SEMPLIFICATA,SEDE,45.911145,13.321753
"VIA MILANO 51, 33100, UDINE, UD",02756450306,SAFEXPERTISE S.R.L.,UL-1,46.084823,13.205774
"VIA MILANO 7, 33040, POVOLETTO, UD",00606070308,ERMETICSERRAMENTI S.R.L.,SEDE,46.11474,13.287898
"VIA MILANO 8, 33052, CERVIGNANO DEL FRIULI, UD",02708970302,CANTINA AL RONC MARINA  S.R.L.,SEDE,45.819306,13.339627
"VIA MILANO S.N.C., 34073, GRADO, GO",01063740318,STABILIMENTO F.LLI TROIAN SRL,SEDE,45.681049,13.378419
"VIA MILAREDO 10/B, 33097, SPILIMBERGO, PN",04836720260,DIVA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.115202,12.896685
"VIA MILAREDO 23, 33097, SPILIMBERGO, PN",01569150939,MOSAICI MORUZZI SRL,UL-1,46.114332,12.896257
"VIA MILLEFIORI 33, 33054, LIGNANO SABBIADORO, UD",01468910300,AGENZIA GAMMA S.R.L.,SEDE,45.683984,13.13464
"VIA MILLEFIORI 6, 33054, LIGNANO SABBIADORO, UD",02979190309,INTERNATIONAL INVESTMENT S.R.L.S.,SEDE,45.683259,13.134649
"VIA MILLEFIORI 7, 33054, LIGNANO SABBIADORO, UD",02361380302,ALBA SERVIZI S.R.L.,SEDE,45.684582,13.133898
"VIA MINCINI 9/A, 33092, MEDUNO, PN",01670360930,EDITRICE PROFESSIONE STUDENTE S.R.L.,SEDE,46.217673,12.782817
"VIA MINEO 145, 133, ROMA, RM",14557271005,TBS S.R.L.,SEDE,41.868002,12.659986
"VIA MINIERE 1, 33018, TARVISIO, UD",00586700304,CIVIDALE S.P.A.,UL-1,46.4416,13.569863
"VIA MINOTTO 10, 33057, PALMANOVA, UD",03004200303,NEW DOMUS S.R.L.,SEDE,45.90775,13.30676
"VIA MINUT 0, 33051, AQUILEIA, UD",02700190305,LT SOLAR EIGHT SRL,UL-1,45.767627,13.368708
"VIA MIONI 10, 31020, SAN POLO DI PIAVE, TV",01121430936,VE-RIS S.R.L. VENETA RISTORAZIONE,SEDE,45.78817,12.392458
"VIA MIRA 12, 30020, SAN MICHELE AL TAGLIAMENTO, VE",03056870276,CLEMENTI GROUP HOTELS S.R.L.,SEDE,45.642478,13.0594
"VIA MIRAMARE 21, 33054, LIGNANO SABBIADORO, UD",02469200303,SIRIO IMMOBILIARE  S.R.L.,UL-13,45.687218,13.136663
"VIA MIRAMARE 21/23, 33054, LIGNANO SABBIADORO, UD",02628890309,SVILUPPO IMMOBILIARE 1 S.R.L.,SEDE,45.687218,13.136663
"VIA MIRAMARE 23, 33054, LIGNANO SABBIADORO, UD",02597900303,C&P IMMOBILIARE SRL,SEDE,45.687208,13.136724
"VIA MIRAMARE 26, 33054, LIGNANO SABBIADORO, UD",02517580920,WIND TRE S.P.A.,UL-2,45.686665,13.136798
"VIA MIRAMARE 49, 33054, LIGNANO SABBIADORO, UD",02923730309,PROPEDEUTICA S.R.L.,SEDE,45.686754,13.137084
"VIA MIRANESE 104, 30035, MIRANO, VE",03062820273,COMPAGNIA CALZETTAI 969 S.R.L.,SEDE,45.494184,12.134602
"VIA MIRANESE 255/2, 30174, VENEZIA, VE",04050770272,MEDIAZIONI SAPIENZA S.R.L.,SEDE,45.484652,12.198049
"VIA MIRANESE 40, 30174, VENEZIA, VE",02299950309,BELLATRIX2 S.R.L.,SEDE,45.505871,12.212565
"VIA MISTRIS S.N.C., 33092, FANNA, PN",01756750939,AZ. AGRICOLA PALCODA SOCIETA  AGRICOLA SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,46.178714,12.760734
"VIA MISTRUZZI 19, 33010, VENZONE, UD",02820620306,AL VECCHIO FORNO S.R.L.,SEDE,46.334362,13.139765
"VIA MISTRUZZI 24, 33010, VENZONE, UD",02015370303,PARTESA TESSARO S.R.L.,UL-2,46.334702,13.140109
"VIA MISTRUZZI 27, 33010, VENZONE, UD",02732050303,LA EMME & C. S.R.L.,UL-1,46.334568,13.139917
"VIA MISTRUZZI 3, 33010, VENZONE, UD",00348170101,"UNICREDIT, SOCIETA  PER AZIONI IN FORMA ABBREVIATA UNICREDIT S.P.A.",UL-63,46.334028,13.139517
"VIA MISTRUZZI 8/4, 33010, VENZONE, UD",02732050303,LA EMME & C. S.R.L.,SEDE,46.334197,13.139821
"VIA MOCCHETTA 5, 34170, GORIZIA, GO",02886610241,EVOLVE S.R.L.,UL-1,45.926927,13.571493
"VIA MOCENIGO 2, 33057, PALMANOVA, UD",01486560301,IMMOBILIARE ARMANDO S.R.L.,SEDE,45.905658,13.312025
"VIA MOCENIGO 3, 33057, PALMANOVA, UD",00459920302,PALDATA - S.R.L. TRA PROFESSIONISTI,SEDE,45.905636,13.311819
"VIA MODENA 53, 41014, CASTELVETRO DI MODENA, MO",00876120213,CAIO S.R.L.,SEDE,44.527152,10.954834999999997
"VIA MODOLET 11/4, 34076, ROMANS D ISONZO, GO",01069270310,MEDI LANG S.R.L.,SEDE,45.890003,13.443467
"VIA MODOLET 3/4, 34076, ROMANS D ISONZO, GO",00518500319,EAST CONSULTING SRL,SEDE,45.890445,13.442913
"VIA MODOLET 4/A, 34076, ROMANS D ISONZO, GO",00539750315,ODONTOIATRICA GORIZIANA S.R.L.,SEDE,45.890607,13.442653
"VIA MODOLET 9/A1-9/B, 34076, ROMANS D ISONZO, GO",01060920319,STUDIO FURLAN SRL - SERVIZI AZIENDALI,SEDE,45.890072,13.443336
"VIA MOIMACCO 1, 33043, CIVIDALE DEL FRIULI, UD",00631960309,EDILNORDUE - TERMCO S.R.L.,SEDE,46.091897,13.419478
"VIA MOIMACCO 19/2, 33100, UDINE, UD",03013320308,GRA.MAT UDINE S.R.L.,SEDE,46.082729,13.226935
"VIA MOIMACCO 4, 33043, CIVIDALE DEL FRIULI, UD",02464430301,MUGHERLI  S.R.L.,SEDE,46.092478,13.4175
"VIA MOIMACCO 5, 33043, CIVIDALE DEL FRIULI, UD",00382460319,VIDIC S.R.L.,SEDE,46.091787,13.419168
"VIA MOIMACCO S.N., 33043, CIVIDALE DEL FRIULI, UD",00500670310,ARRIVA UDINE S.P.A.,UL-10,46.080145,13.433127
"VIA MOLIN 2, 33057, PALMANOVA, UD",02863961203,ARMONIE S.R.L.,UL-1,45.906705,13.313363
"VIA MOLIN NASCOSTO 9, 33100, UDINE, UD",02967110301,GGP SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,46.065892,13.234189
"VIA MOLIN NUOVO 10, 33100, UDINE, UD",02284160302,CADO  GIANFRANCO S.R.L.,SEDE,46.088402,13.236828
"VIA MOLIN NUOVO 19, 33010, TAVAGNACCO, UD",02476820960,EDIL PASSONS S.R.L.,SEDE,46.127465,13.210952
"VIA MOLIN NUOVO 37 I.36, 33100, UDINE, UD",00453990301,TECNICHE AMMINISTRATIVE E SERVIZI S.R.L.,UL-2,46.093571,13.240089
"VIA MOLIN NUOVO 37, 33100, UDINE, UD",01448110930,ANDME S.R.L.,SEDE,46.093571,13.240089
"VIA MOLIN NUOVO 37/15, 33100, UDINE, UD",01448110930,GAZÃˆL S.R.L.,SEDE,46.093571,13.240089
"VIA MOLIN NUOVO 37/17, 33100, UDINE, UD",02855640211,PIZETA SRL,UL-1,46.093571,13.240089
"VIA MOLIN NUOVO 37/22, 33100, UDINE, UD",02835860301,ZORZSIDE S.R.L.,SEDE,46.093629,13.240203
"VIA MOLIN NUOVO 37/39, 33100, UDINE, UD",02838530307,NOVALIA S.R.L.,SEDE,46.093571,13.240089
"VIA MOLIN NUOVO 37/43, 33100, UDINE, UD",02812520308,DI LENARDO COSMETICS SRL,SEDE,46.093629,13.240203
"VIA MOLIN NUOVO 37/7, 33100, UDINE, UD",02932590306,BIENE BIOEDILIZIA S.R.L.,UL-1,46.093571,13.240089
"VIA MOLIN NUOVO 39, 33100, UDINE, UD",02542110305,GRUPPO PRAGMA S.R.L.,SEDE,46.071067,13.234579
"VIA MOLIN NUOVO 56/C, 33010, TAVAGNACCO, UD",01008010322,BCO ENTERPRISES & CONSULTING S.R.L.,SEDE,46.11161,13.23456
"VIA MOLIN NUOVO 65, 33100, UDINE, UD",00157070301,GIOBATTA BERTOLI FU GIUSEPPE S.R.L.,SEDE,46.071067,13.234579
"VIA MOLIN NUOVO 8, 33048, SAN GIOVANNI AL NATISONE, UD",02623550304,P & P CHAIRS SRL,UL-1,45.979008,13.396816
"VIA MOLINA 18, 37060, SONA, VR",01727850172,EISMANN S.R.L.,SEDE,45.445109,10.838417
"VIA MOLINA 29, 30027, SAN DONA  DI PIAVE, VE",04438460273,MOODY EASYVIEW SRL,SEDE,45.62795,12.574598
"VIA MOLINARI 10, 33170, PORDENONE, PN",02718431204,ADHR GROUP - AGENZIA PER IL LAVORO SOCIETA  PER AZIONI,UL-2,45.96279,12.660437
"VIA MOLINARI 11/A, 33170, PORDENONE, PN",05391311007,UMANA S.P.A.,UL-1,45.962093,12.661113
"VIA MOLINARI 13/A, 33170, PORDENONE, PN",03082810262,UOMO E IMPRESA S.R.L.,UL-1,45.962143,12.661004
"VIA MOLINARI 23, 33170, PORDENONE, PN",01062920937,B&P GROUP S.R.L.,SEDE,45.962561,12.660952
"VIA MOLINARI 29, 33170, PORDENONE, PN",00484910930,CLIMAQUATTRO S.R.L.,SEDE,45.963198,12.660616
"VIA MOLINARI 38/40, 33170, PORDENONE, PN",01651600932,LA NUOVA PANETTERIA S.R.L.,UL-17,45.964354,12.658041
"VIA MOLINARI 41, 33170, PORDENONE, PN",02439000304,A. MANZONI & C. S.P.A.,SEDE,45.964638,12.656816999999998
"VIA MOLINARI 48, 33170, PORDENONE, PN",01807780935,KO KEI S.R.L.,SEDE,45.963714,12.655212
"VIA MOLINARI 48/A, 33170, PORDENONE, PN",11424191002,ANMIL S.R.L.,UL-1,45.963714,12.655212
"VIA MOLINARI 61, 33170, PORDENONE, PN",01578130930,K-LAB SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,45.963519999999995,12.65499
"VIA MOLINETTO 47, 31010, BREDA DI PIAVE, TV",02130000264,MOSOLE S.P.A.,SEDE,45.728465,12.395468
"VIA MOLINETTO 47, 31030, BREDA DI PIAVE, TV",02015040260,GRANULATI DOLOMITICI PEROGLIO S.P.A.,SEDE,45.728465,12.395468
"VIA MOLINI 11, 33085, MANIAGO, PN",00074580937,AUSONIA - NANUTTI BELTRAME - S.P.A.,UL-1,46.175412,12.711556
"VIA MOLINI 18, 33050, GONARS, UD",03029370305,RE49 S.R.L.,SEDE,45.896384,13.231734
"VIA MOLINI 20, 33087, PASIANO DI PORDENONE, PN",01075570935,CLABER S.P.A.,UL-3,45.851241,12.627522
"VIA MOLINI 24, 33084, CORDENONS, PN",01359440938,DEL ZOTTO MAURO S.R.L.,SEDE,45.981971,12.703047
"VIA MOLINI 34/11, 33100, UDINE, UD",02250380306,VALLIS AUREA S.R.L.,SEDE,46.02208,13.258345
"VIA MOLINI 4, 33084, CORDENONS, PN",01779740933,RISK SOLUTION S.R.L.,SEDE,45.983443,12.702677
"VIA MOLINI 5, 33085, MANIAGO, PN",01453830935,TRAMATRONICS S.R.L,UL-2,46.17567,12.71108
"VIA MOLINI 59/1, 33084, CORDENONS, PN",00610480931,SATURNIA S.R.L.,SEDE,45.979878,12.703129
"VIA MOLINI ANGOLO VIA CIRCONV. EST 2, 33033, CODROIPO, UD",02462290301,ALFAMED SRL,UL-1,45.945867,12.989121
"VIA MOLINO 1/A, 33077, SACILE, PN",01761450939,FINESTRA MODERNA S.R.L.,SEDE,45.962907,12.521577
"VIA MOLINO 12, 33033, CODROIPO, UD",02603930302,SOCIETA  AGRICOLA ECOMAIS S.R.L.,SEDE,45.975143,12.971049
"VIA MOLINO 22, 30020, GRUARO, VE",04194110278,LA TORRE S.R.L.,SEDE,45.835668,12.841913
"VIA MOLINO 24, 33080, FIUME VENETO, PN",01427110935,FRA.MET S.R.L.,SEDE,45.917313,12.76346
"VIA MOLINO 29, 33037, PASIAN DI PRATO, UD",01971470305,COMINA COSTRUZIONI S.R.L.,SEDE,46.050127,13.187472
"VIA MOLINO 6, 33030, MAJANO, UD",02262080308,FURLAN S.R.L.,SEDE,46.169591,13.060131
"VIA MOLINO 9, 33080, FIUME VENETO, PN",01896700935,IDEA DISTRIBUTORI S.R.L.,UL-1,45.92183,12.761663
"VIA MOLINO A VENTO 6, 34141, TRIESTE, TS",01266920329,PIZZERIA LA BOUTIQUE S.R.L.,SEDE,45.647232,13.788987
"VIA MOLINO A VENTO 65, 34137, TRIESTE, TS",00882800212,ASPIAG SERVICE S.R.L.,SEDE,45.639289,13.784738
"VIA MOLINO A VENTO 86, 34100, TRIESTE, TS",00817740327,M.D.L. S.R.L.,SEDE,45.650933,13.772496
"VIA MOLINO DI SOTTO 15, 33080, SAN QUIRINO, PN",01679380939,TONDATO IMPIANTI S.R.L.,SEDE,46.036736,12.680074
"VIA MOLINO RONDON 2, 34075, SAN CANZIAN D ISONZO, GO",00647670272,SOCIETA  AGRICOLA AZIENDE L. BENNATI - S.R.L.,SEDE,45.798881,13.463928
"VIA MOLINO ROSSO 8, 40026, IMOLA, BO",02221101203,HERA COMM S.P.A.,SEDE,44.38238,11.732929
"VIA MOLINO, 33061, RIVIGNANO TEOR, UD",02144460306,M.A.S.S.  S.R.L.,UL-3,45.863169,13.049833
"VIA MOLINUZZO 06, 33098, VALVASONE ARZENE, PN",01079220933,FRIUL MOSAIC S.R.L.,UL-1,45.995406,12.852729
"VIA MOLO BERSAGLIERI 3, 34124, TRIESTE, TS",07772310962,F&DE GROUP S.R.L.,UL-2,45.646231,13.767696
"VIA MOLO CAGNI SNC, 16128, GENOVA, GE",01784260992,TECNAVI SRL,SEDE,44.400004,8.932773
"VIA MOMMEJUS 4, 33040, MOIMACCO, UD",01127330783,IMET SUD SRL,UL-1,46.091326,13.38183
"VIA MONDALINO 4, 25070, PRESEGLIE, BS",04117930984,HAYABUSA SRL,SEDE,45.651241,10.40777
"VIA MONDINA 13/1, 33059, FIUMICELLO VILLA VICENTINA, UD",00500670310,ARRIVA UDINE S.P.A.,UL-12,45.809989,13.397922
"VIA MONDINE 3, 33050, RONCHIS, UD",03009360300,LE MONDINE S.R.L.,SEDE,45.828001,12.995526
"VIA MONDOVI  PRIMO PIANO 4, 12100, CUNEO, CN",03575320043,STURA SRL,SEDE,44.39231,7.552201
"VIA MONFALCONE 10, 33052, CERVIGNANO DEL FRIULI, UD",00198080269,CBF-FRIULCOSTRUZIONI SRL,SEDE,45.811702,13.353176
"VIA MONFALCONE 10, 33085, MANIAGO, PN",01462850932,MECCANICHE DEL MISTRO S.R.L.,SEDE,46.152769,12.734058
"VIA MONFALCONE 10, 34073, GRADO, GO",00575580303,AGRITURISTICA LIGNANO S.R.L.,UL-1,45.694732,13.45258
"VIA MONFALCONE 11, 33085, MANIAGO, PN",01689770939,BUSINESS DREAM S.R.L.,SEDE,46.165086,12.706567
"VIA MONFALCONE 12, 34073, GRADO, GO",01012900310,P.S. L EQUIPE SRL,UL-1,45.694798,13.456321
"VIA MONFALCONE 14, 33052, CERVIGNANO DEL FRIULI, UD",02845700307,STOP & GO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.811647,13.353296
"VIA MONFALCONE 14, 34073, GRADO, GO",01110240312,ALPHA 2018 S.R.L.,SEDE,45.704496,13.465492000000001
"VIA MONFALCONE 16, 34073, GRADO, GO",01005680317,GRADO LAGUNA S.R.L.,SEDE,45.67736299999999,13.384150999999997
"VIA MONFALCONE 2, 34073, GRADO, GO",01182150316,ALA S.R.L.,UL-1,45.677363,13.384151
"VIA MONFALCONE 24, 33052, CERVIGNANO DEL FRIULI, UD",04290450271,PUNTO SHOP S.R.L.,UL-1,45.81081,13.355007
"VIA MONFALCONE 27, 34073, GRADO, GO",01141990315,GT3 S.R.L.,UL-1,45.677901,13.387506
"VIA MONFALCONE 27/A, 34073, GRADO, GO",01110240312,GRADO LAGUNA S.R.L.,UL-1,45.677901,13.387506
"VIA MONFALCONE 3, 33085, MANIAGO, PN",00074530932,SIAP S.P.A.,UL-2,46.151537,12.730185
"VIA MONFALCONE 33, 33052, CERVIGNANO DEL FRIULI, UD",02357730304,GSA FIRESAFE S.R.L.,UL-4,45.81105,13.355366
"VIA MONFALCONE 34/2, 33052, CERVIGNANO DEL FRIULI, UD",01552700302,IMM.EDIL S.R.L.,UL-1,45.810081,13.356905
"VIA MONFALCONE 4, 33085, MANIAGO, PN",00074530932,SIAP S.P.A.,SEDE,46.151024,12.730574
"VIA MONFALCONE 5, 33085, MANIAGO, PN",01155750936,MYRTUS S.R.L.,SEDE,46.15173,12.73078
"VIA MONFALCONE 57, 33052, CERVIGNANO DEL FRIULI, UD",02869840302,ANTIMA3 S.R.L.,UL-1,45.810633,13.356157
"VIA MONFALCONE 6, 33085, MANIAGO, PN",01155780933,STM S.R.L.,SEDE,46.165086,12.706567
"VIA MONFALCONE 6, 34073, GRADO, GO",01047310311,NAUTICA SPN S.R.L.,SEDE,45.678022,13.383452
"VIA MONFALCONE 7, 33052, CERVIGNANO DEL FRIULI, UD",02408480305,AUSA SERVIZI SALUTE SRL,SEDE,45.8134,13.349882
"VIA MONFALCONE 9, 33085, MANIAGO, PN",01035020930,LAMAPLASTIC S.R.L.,SEDE,46.152431,12.732722
"VIA MONFALCONE, 33052, CERVIGNANO DEL FRIULI, UD",01788180030,CIAO CIAO VENETO S.R.L.,UL-1,45.811702,13.353189
"VIA MONFERRATO 1, 20144, MILANO, MI",06925720150,SIMCORP ITALIANA S.R.L.,SEDE,45.457915,9.161273
"VIA MONFREDO 70, 33047, REMANZACCO, UD",03006530301,BELLESE S.R.L.S.,SEDE,46.112997,13.336611
"VIA MONRUPINO 2, 33100, UDINE, UD",02208090304,CONTE INVEST S.R.L,SEDE,46.066558,13.245844
"VIA MONS ANGELO RAMAZZOTTI 1, 33052, CERVIGNANO DEL FRIULI, UD",00882800212,ASPIAG SERVICE S.R.L.,UL-58,45.85579,13.314075
"VIA MONS. FAIDUTTI Z.I.EUROPA 16, 33040, CHIOPRIS-VISCONE, UD",01938420302,FACRI S.R.L.,UL-5,46.118982,13.514659
"VIA MONS. LUIGI FAIDUTTI 6, 33040, CHIOPRIS-VISCONE, UD",02502950302,SAIV S.R.L.,SEDE,45.92916,13.391218
"VIA MONS. O. ROMERO 47, 33038, SAN DANIELE DEL FRIULI, UD",01545700302,LATIK SRL,SEDE,46.144062,13.008541
"VIA MONS. O.ROMERO 57, 33038, SAN DANIELE DEL FRIULI, UD",02946560303,ENGRADE S.R.L.,SEDE,46.157858,13.010011
"VIA MONS. RAMAZZOTTI 5, 33052, CERVIGNANO DEL FRIULI, UD",02932800309,LAVORI EDILI OZIL SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,SEDE,45.830748,13.335526
"VIA MONS. ROMERO 59, 33038, SAN DANIELE DEL FRIULI, UD",03429130234,E.ON ENERGIA S.P.A.,UL-1,46.140546,13.00368
"VIA MONS.RAMAZZOTTI 19, 33052, CERVIGNANO DEL FRIULI, UD",02509840308,IMPRESA EDILE PALUMBO COSTRUZIONI  S.R.L.,SEDE,45.827268,13.340551
"VIA MONS.SAVERIO BEINAT 9, 33030, BUJA, UD",02408970305,TABOGA COSTRUZIONI EDILI S.R.L.,SEDE,46.206557,13.107664
"VIA MONSIGNOR ANGELO RAMAZZOTTI 12, 33052, CERVIGNANO DEL FRIULI, UD",01747150306,LUNA ROSSA SRL,SEDE,45.829559,13.334694
"VIA MONSIGNOR ANGELO RAMAZZOTTI 2, 33052, CERVIGNANO DEL FRIULI, UD",00119570315,SETAV S.R.L.,SEDE,45.829559,13.334694
"VIA MONSIGNOR ANGELO RAMAZZOTTI 69, 33052, CERVIGNANO DEL FRIULI, UD",02197150309,COLDAM S.R.L.,SEDE,45.824204,13.347849
"VIA MONSIGNOR BABOLIN 13, 35024, BOVOLENTA, PD",04522850280,VENTIDUE S.R.L.,SEDE,45.274075,11.942883
"VIA MONSIGNOR CASSIBBA 11, 97019, VITTORIA, RG",01117680312,P & P MONTAGGI S.R.L.,SEDE,36.936221,14.521944
"VIA MONSIGNOR FAIDUTTI 10, 33048, CHIOPRIS-VISCONE, UD",02676400308,BIMAC S.R.L.,SEDE,45.930291,13.393135
"VIA MONSIGNOR FAIDUTTI 11, 33048, CHIOPRIS-VISCONE, UD",01456110301,PALMA S.P.A.,UL-19,45.931405,13.393578
"VIA MONSIGNOR FAIDUTTI 18, 33048, CHIOPRIS-VISCONE, UD",01938420302,FACRI S.R.L.,SEDE,45.931239,13.394008
"VIA MONSIGNOR FAIDUTTI 7, 33048, CHIOPRIS-VISCONE, UD",01830270300,4T IMMOBILIARE S.R.L.,SEDE,45.930354,13.392323
"VIA MONSIGNOR FAIDUTTI 8, 33048, CHIOPRIS-VISCONE, UD",01221090309,STRATI CURVI S.R.L.,SEDE,45.929597,13.392589
"VIA MONSIGNOR FAIDUTTI 9, 33048, CHIOPRIS-VISCONE, UD",01155920323,COMPOSITE TECHNICAL SYSTEMS - C.T.S. - SOCIETA  PER AZIONI,SEDE,45.931149,13.392495
"VIA MONSIGNOR LUIGI FAIDUTTI 2, 33048, CHIOPRIS-VISCONE, UD",01456110301,PALMA S.P.A.,UL-21,45.929096,13.39126
"VIA MONSIGNOR LUIGI FAIDUTTI 4, 33052, CERVIGNANO DEL FRIULI, UD",01525660336,APICE S.R.L.,UL-1,45.814027,13.350242
"VIA MONSIGNOR MARTINI 2, 33022, ARTA TERME, UD",01781060304,ADRIAGIOIELLI SRL,SEDE,46.47325,13.02567
"VIA MONSIGNOR NOGARA 92, 33100, UDINE, UD",02502730308,ROAD WASH SRL,SEDE,46.0645,13.212
"VIA MONSIGNOR OSCAR ROMERO 29/31, 33038, SAN DANIELE DEL FRIULI, UD",02314680303,M. C. M.  SRL,SEDE,46.143723,13.0088
"VIA MONSIGNOR OSCAR ROMERO 57, 33038, SAN DANIELE DEL FRIULI, UD",00819170309,MASTER-MEC S.R.L.,SEDE,46.157858,13.010011
"VIA MONSIGNOR OSCAR ROMERO 91/93, 33038, SAN DANIELE DEL FRIULI, UD",02594740306,N.O.T. CORPORATION SRL,SEDE,46.157858,13.010011
"VIA MONSIGNOR RAMAZZOTTI 10, 33052, CERVIGNANO DEL FRIULI, UD",02966280303,GAMI HOTEL SERVICE S.R.L.,SEDE,45.85579,13.314075
"VIA MONSIGNOR ROMERO 59, 33038, SAN DANIELE DEL FRIULI, UD",02479170306,SOLAR SERVICE S.R.L.,SEDE,46.157858,13.010011
"VIA MONSIGNOR VINCENZO PERULLI 8, 33087, PASIANO DI PORDENONE, PN",00186330932,SANTIN CATERINA SRL,SEDE,45.847475,12.623924
"VIA MONSIGNORE ROMERO 59, 33038, SAN DANIELE DEL FRIULI, UD",01829150307,SOLAR ENERGY GROUP S.P.A.,SEDE,46.157858,13.010011
"VIA MONTA  28, 35138, PADOVA, PD",01819000280,2001 S.R.L. - SOCIETA  SPORTIVA DILETTANTISTICA SIGLA: 2001 S.R.L. S.S.D.,SEDE,45.421622,11.857356
"VIA MONTAGNA, 33170, CANEVA, PN",01062870934,C.P.S. S.R.L.,UL-1,45.968126,12.448013
"VIA MONTANELLI 19, 56121, PISA, PI",01567500507,RICERCHE NUOVE S.R.L.,SEDE,43.705144,10.400614
"VIA MONTAREZE 10, 33010, CASSACCO, UD",97103880585,POSTE ITALIANE - SOCIETA  PER AZIONI,UL-183,46.173372,13.188008
"VIA MONTAREZZA 31, 33048, SAN GIOVANNI AL NATISONE, UD",01552210302,LIVON SRL,SEDE,45.98443,13.43093
"VIA MONTASIO 7, 34149, TRIESTE, TS",00672410321,AUTOTRASPORTI TRIESTE - SOCIETA  A RESPONSABILITA  LIMITATA,SEDE,45.631151,13.819401
"VIA MONTE 1, 72100, BRINDISI, BR",02463120747,ACADEMY S.R.L.S.,SEDE,40.638632,17.948302
"VIA MONTE AMARIANA 4, 33100, UDINE, UD",01353710302,INTERCASA S.R.L.,SEDE,46.079913,13.244372
