Indirizzo Completo,A-Codice fiscale,A-Denominazione,First A-Sede/U.L.,Average of Lat,Average of Long
"VIA ALTAN 49, 33078, SAN VITO AL TAGLIAMENTO, PN",02577260306,CERTIFICAZIONE VINI E PRODOTTI ITALIANI DI QUALITA  S.R.L.,UL-1,45.912834,12.857242
"VIA AMALFI 1, 34073, GRADO, GO",02073260305,VICENTINI SERVIZI S.R.L.,UL-1,45.681642,13.378403
"VIA AMALTEO 23, 33078, SAN VITO AL TAGLIAMENTO, PN",01830920938,PAOLO S.R.L.,UL-1,45.914758,12.854202
"VIA AMALTEO 30, 33074, FONTANAFREDDA, PN",01590300933,PESSOT S.R.L.,UL-1,45.976898,12.510441
"VIA AMALTEO 6, 33078, SAN VITO AL TAGLIAMENTO, PN",01830980932,TOP FOOD SRL,UL-1,45.915004,12.854587
"VIA AMALTEO POMPONIO 5, 33078, SAN VITO AL TAGLIAMENTO, PN",01403400938,CASSIN S.R.L.,UL-2,45.914801,12.854521
"VIA AMENDOLA 1, 34134, TRIESTE, TS",01268030325,AE S.R.L.,UL-1,45.664935,13.787296
"VIA AMERIGO VESPUCCI 19/1, 33052, CERVIGNANO DEL FRIULI, UD",02787900303,A.T.S. MULTISERVICE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.822698,13.345344
"VIA AMILCARE PONCHIELLI 1/B, 34122, TRIESTE, TS",01302780323,SOUND S.R.L.,UL-1,45.651147,13.774596
"VIA AMILCARE PONCHIELLI 3/B, 34122, TRIESTE, TS",01333640322,G. & Q. SRL,UL-1,45.651116,13.775239
"VIA AMMAN 13, 33084, CORDENONS, PN",01568090938,ELTEK S.R.L.,UL-1,45.962484,12.70484
"VIA AMMAN 17, 33084, CORDENONS, PN",01130470931,B. & F. SISTEM CABLE S.R.L.,UL-1,45.962187,12.705088
"VIA AMMAN 2, 33077, SACILE, PN",01344360936,HITEC - S.R.L.,UL-4,45.954053,12.508961
"VIA AMMAN 2, 33084, CORDENONS, PN",02486160308,GRUPPO SCUDO S.R.L.,UL-2,45.964069,12.708148
"VIA AMMAN 20, 33084, CORDENONS, PN",00071280937,SANTANNA - S.R.L.,UL-3,45.964956,12.706488
"VIA AMMAN 21/23, 33084, CORDENONS, PN",01568090938,ELTEK S.R.L.,UL-1,45.962728,12.706145
"VIA AMMAN 34, 33084, CORDENONS, PN",03021130301,UNDER-TREE SRL,UL-1,45.963794,12.70425
"VIA AMMAN 8, 33084, CORDENONS, PN",01619020934,INTERMEK S.R.L.,UL-1,45.962633,12.70454
"VIA ANANIAN 13, 34138, TRIESTE, TS",00988520326,IDROTERMOZETA IMPIANTI - SOCIETA  A RESPONSABILITA  LIMITATA,UL-2,45.643181,13.789972
"VIA ANDERVOLTI 9, 33100, UDINE, UD",02190800306,CONSULENTI ASSICURATIVI S.R.L.,UL-6,46.05854,13.23012
"VIA ANDERVOLTI LEONARDO 22, 33010, OSOPPO, UD",02478700301,ONORANZE FUNEBRI NARDUZZI S.R.L.,UL-1,46.257313,13.079929
"VIA ANDREA PALLADIO 6, 33010, TAVAGNACCO, UD",00287590301,CORTE S.P.A.,UL-4,46.112904,13.219858
"VIA ANDREA PALLADIO 64/5, 33010, TAVAGNACCO, UD",01626630303,INTERNA COLLECTION S.R.L.,UL-1,46.113396,13.221527
"VIA ANDREUZZA 34/1, 33030, BUJA, UD",02753690987,HAYAMA TECH SERVICE SRL ABBREVIABILE IN H.T.S. S.R.L.,UL-2,46.204609,13.088406
"VIA ANDREUZZI, 33100, UDINE, UD",01924950304,SISTEMA SOSTA E MOBILITA  S.P.A.,UL-5,46.058612,13.230814
"VIA ANGELINA MARCUZZI 14, 33034, FAGAGNA, UD",00423270586,SLURRY ITALIA  S.R.L.,UL-1,46.102324,13.091673
"VIA ANGELO ANGELI 10, 33017, TARCENTO, UD",02469200303,SIRIO IMMOBILIARE  S.R.L.,UL-1,46.213815,13.219738
"VIA ANGELO ANGELI 45, 33017, TARCENTO, UD",01879030300,E.T. ELABORATUTTO S.R.L.,UL-3,46.21263,13.220611
"VIA ANGORE 27/2, 33032, BERTIOLO, UD",02741890301,UNIR SRL,UL-1,45.944326,13.053394
"VIA ANNA BORTOLOTTI 55, 33034, FAGAGNA, UD",12053590159,BOUVARD ITALIA S.P.A.,UL-7,46.106677,13.087654
"VIA ANNA MAGNANI 18/F, 34079, STARANZANO, GO",02753980305,LM INTERNATIONAL SRL,UL-1,45.806434,13.502128
"VIA ANTICA 22, 33048, SAN GIOVANNI AL NATISONE, UD",01818850305,CATAS  S.P.A.,UL-2,45.973142,13.407391
"VIA ANTICA 24/1, 33048, SAN GIOVANNI AL NATISONE, UD",01818850305,CATAS  S.P.A.,UL-3,45.972567,13.407806
"VIA ANTICA 25, 33048, SAN GIOVANNI AL NATISONE, UD",02251000309,FAMILIA S.R.L.,UL-10,45.976928,13.407043
"VIA ANTON GREGORCIC 23, 34170, GORIZIA, GO",00930530324,ACEGASAPSAMGA S.P.A.,UL-5,45.916355,13.596835
"VIA ANTON GREGORCIC 25, 34170, GORIZIA, GO",00930530324,ACEGASAPSAMGA S.P.A.,UL-4,45.919219,13.600219
"VIA ANTONIO BAIAMONTI 20, 34145, TRIESTE, TS",00650070329,LA MAGNIFICA - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.628905,13.784028
"VIA ANTONIO BAIAMONTI 56/11, 34145, TRIESTE, TS",01134540325,VIEZZOLI S.R.L.,UL-1,45.630592,13.789223
"VIA ANTONIO BARDELLI 0, 33035, MARTIGNACCO, UD",02226490304,3TECHNOLOGY S.R.L.,UL-4,46.086078,13.179189
"VIA ANTONIO BARDELLI 4, 33035, MARTIGNACCO, UD",00288130305,3A NORDEST S.R.L.,UL-1,46.08635099999998,13.181996000000012
"VIA ANTONIO BARDELLI 4, 33100, UDINE, UD",02593230309,CENTRO FORMAZIONE VOLTA SRL IN BREVE CFV SRL,UL-2,46.071067,13.234579
"VIA ANTONIO BORTOLOSSI 8, 33040, PRADAMANO, UD",02073630309,CARROZZERIA UDINESE S.R.L.,UL-1,46.019311,13.284567
"VIA ANTONIO CACCIA 11/A, 34129, TRIESTE, TS",03406690234,VICTORIA S.R.L.,UL-2,45.647547,13.780423
"VIA ANTONIO CACCIA 18, 33100, UDINE, UD",02968450300,BARDELI SRL,UL-1,46.071377,13.236336
"VIA ANTONIO CACCIA 5, 33100, UDINE, UD",02221110303,BIRRIFICIO UDINESE S.R.L.,UL-1,46.071099,13.236147
"VIA ANTONIO CARPENE  23, 33070, BRUGNERA, PN",01722560933,REGINI GROUP S.R.L.S.,UL-2,45.913443,12.553778
"VIA ANTONIO CARPENE  6, 33070, BRUGNERA, PN",01566380935,MD WORK SRL,UL-3,45.912679,12.553085
"VIA ANTONIO DA PORDENONE 49, 33081, AVIANO, PN",01703130938,NC SERVICE SRL,UL-2,46.059217,12.596674
"VIA ANTONIO DURANTE 34, 33080, PRATA DI PORDENONE, PN",01014060931,M.B.F. S.R.L.,UL-5,45.844441,12.56563
"VIA ANTONIO FOSSATI 1, 33170, PORDENONE, PN",01776300939,ELISA S.R.L.,UL-1,45.9356,12.65296
"VIA ANTONIO FOSSATI 5, 33170, PORDENONE, PN",01712310935,O.M.C. COMPONENTS S.R.L.,UL-1,45.936497,12.65317
"VIA ANTONIO GRAMSCI 62, 33059, FIUMICELLO VILLA VICENTINA, UD",02060720303,PROGETTO 2000 S.R.L.,UL-4,45.813704,13.395283
"VIA ANTONIO GRECO 34, 34148, TRIESTE, TS",01334410329,ABUY - SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.622277,13.821588
"VIA ANTONIO GREGO 55, 34148, TRIESTE, TS",00950530329,CUBOLINEA COSTRUZIONI - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.622093,13.822164
"VIA ANTONIO MARANGONI 56, 33100, UDINE, UD",02397880309,BUILDING E SERVICE S.R.L.,UL-1,46.059983,13.229412
"VIA ANTONIO MEUCCI 1  1A 1B, 33058, SAN GIORGIO DI NOGARO, UD",00284870300,MIDOLINI F.LLI S.P.A.,UL-3,45.796361,13.225444
"VIA ANTONIO PACINOTTI 23, 34074, MONFALCONE, GO",01023220310,ARTIS ARTIGIANATO ISONTINO SERVIZI S.R.L.,UL-1,45.811391,13.525102
"VIA ANTONIO PACINOTTI 25, 34074, MONFALCONE, GO",00236610275,DALMAZIA ADRIATICO LEVANTE AGENZIA MARITTIMA SOCIETA  A RESPONSABILITA  LIMITATA IN FORMA ABBREVIATA D.A.L. MAR. - S.R.L.,UL-1,45.811241,13.525543
"VIA ANTONIO PIGAFETTA 1, 34147, TRIESTE, TS",01173590322,SEGNALETIKA SRL,UL-3,45.618021,13.821032
"VIA ANTONIO PIGAFETTA 1/A, 34147, TRIESTE, TS",01143090320,CERVESI & CERVESI INGEGNERIA - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.618021,13.821032
"VIA ANTONIO PIGAFETTA 5, 34147, TRIESTE, TS",01027540325,GAP S.R.L.,UL-1,45.618871,13.798505
"VIA ANTONIO SELLO 4, 33050, PAVIA DI UDINE, UD",00283720308,LINEARSED S.R.L.,UL-3,45.987237,13.312426
"VIA ANTONIO SELLO 6, 33050, PAVIA DI UDINE, UD",02751160306,FREE POST GROUP S.R.L.,UL-1,45.987673,13.313238
"VIA ANTONIO SELLO 7 INT. 1, 33050, PAVIA DI UDINE, UD",00456610302,METAL WORLD S.P.A.,UL-1,45.987836,13.313154
"VIA ANTONIO TAMBARIN 11, 34077, RONCHI DEI LEGIONARI, GO",02368840308,SCHEGGIA S.R.L.,UL-1,45.822689,13.511295
"VIA ANTONIO TAMBARIN 14, 34077, RONCHI DEI LEGIONARI, GO",01111200315,S.C.A. MONTAGGI S.R.L.,UL-2,45.822689,13.511295
"VIA ANTONIO TRIBEL 1, 34148, TRIESTE, TS",01230640326,NUOVA SAN GIUSTO S.R.L.,UL-3,45.62034,13.790017
"VIA ANTONIO VALENT 19, 34079, STARANZANO, GO",01200310314,CUSTOM ART SRLS,UL-1,45.804972,13.517182
"VIA ANTONIO ZANON 15, 33100, UDINE, UD",02409750300,C&E COSTRUZIONI S.R.L.,UL-2,46.062985,13.232414
"VIA ANTONIO ZANON 18, 33100, UDINE, UD",00991520305,SOM S.P.A.,UL-15,46.063265,13.232032
"VIA ANTONIO ZANUSSI 316, 33100, UDINE, UD",00804020303,FAGGIANI S.R.L.,UL-1,46.003306,13.271082
"VIA ANTONIOTTO USODIMARE SNC, 34147, TRIESTE, TS",01298460328,REOIL S.R.L.,UL-1,45.614367,13.801987
"VIA ANZOLET 13, 33070, BUDOIA, PN",01793960939,BSB REAL ESTATE S.R.L.,UL-1,46.045182,12.535059
"VIA AONEDIS 5, 33038, SAN DANIELE DEL FRIULI, UD",00050970318,MORGANTE S.R.L.,UL-2,46.147093,12.983161
"VIA APOLLO PROMETEO 17, 33028, TOLMEZZO, UD",02012550303,INTERNI CERAMICHE SRL,UL-2,46.403496,13.018212
"VIA APOLLO PROMETEO CANDONI 50, 33028, TOLMEZZO, UD",02525240301,L.S. NORD S.R.L.,UL-3,46.403496,13.018212
"VIA APOLLO PROMETEO CANDONI 92/94, 33028, TOLMEZZO, UD",00158530303,CAFC S.P.A.,UL-25,46.403496,13.018212
"VIA APRILIA MARITTIMA 222, 33053, LATISANA, UD",02241270301,NAUTICA 2EFFE SRL,UL-1,45.693593,13.072114
"VIA AQUIEIA 74, 34076, ROMANS D ISONZO, GO",00404730319,"ECOLOGYC PROTECTION ASSISTANCE MANTENANCE S.R.L., IN BREVE E.P.A.M. S.R.L.",UL-1,45.887515,13.440354
"VIA AQUIEIA 77, 33052, CERVIGNANO DEL FRIULI, UD",00507640308,PACE GIUSEPPE S.R.L.,UL-3,45.813964,13.340749
"VIA AQUILEIA 10, 34070, VILLESSE, GO",00124320318,ELFIT S.P.A.,UL-1,45.872313,13.450762
"VIA AQUILEIA 108, 33050, PAVIA DI UDINE, UD",02833470301,SERENI ORIZZONTI 1 S.P.A.,UL-7,45.996285,13.302528
"VIA AQUILEIA 110, 33040, CORNO DI ROSAZZO, UD",01056380312,SUN BOAT S.R.L.,UL-1,45.984943,13.44651
"VIA AQUILEIA 111, 33100, UDINE, UD",02778600300,FOOD GO SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.058021,13.244344
"VIA AQUILEIA 118, 33040, CORNO DI ROSAZZO, UD",02924470301,PASS CONTRACT SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.984928,13.446508
"VIA AQUILEIA 12, 33100, UDINE, UD",01844500304,BURELLO S.R.L.,UL-1,46.060843,13.241117
"VIA AQUILEIA 12, 34070, VILLESSE, GO",00052120318,CORTEM S.P.A.,UL-7,45.86894,13.4474
"VIA AQUILEIA 126, 33052, CERVIGNANO DEL FRIULI, UD",00687080309,DISTRIBUZIONE ASSOCIATA S.R.L.,UL-1,45.810632,13.341701
"VIA AQUILEIA 14, 33052, CERVIGNANO DEL FRIULI, UD",00844080325,SERVIZI ASSISTENZA LAVORO - S.R.L.,UL-12,45.820908,13.333614
"VIA AQUILEIA 15/3, 33100, UDINE, UD",01449280302,BELVEDERE S.R.L.,UL-2,46.060831,13.240657
"VIA AQUILEIA 17, 33100, UDINE, UD",01278350325,THRIVE S.R.L.,UL-1,46.060623,13.240825
"VIA AQUILEIA 18, 34076, ROMANS D ISONZO, GO",01872490303,SANDRIGO INGROSS S.R.L.,UL-1,45.889364,13.439265
"VIA AQUILEIA 19, 33054, LIGNANO SABBIADORO, UD",02895310304,LA RINASCENTE SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,45.689423,13.144687
"VIA AQUILEIA 19/1, 33052, CERVIGNANO DEL FRIULI, UD",01717550303,ONORANZE FUNEBRI DI LUCA E SERRA S.R.L.,UL-3,45.820486,13.334682
"VIA AQUILEIA 2, 34070, VILLESSE, GO",01204560310,"EMEC OFFICINA CARPENTERIA TUBI S.R.L., IN SIGLA EMEC S.R.L.",UL-1,45.873699,13.454388
"VIA AQUILEIA 2/A, 33083, CHIONS, PN",01507610937,FRIULPITTURE S.R.L.,UL-1,45.83285,12.73814
"VIA AQUILEIA 20, 34071, CORMONS, GO",02757490301,SOCIETA  GASTRONOMICA FRIULANA SOCIETA  A RESPONSABILITA LIMITATA SEMPLIFICATA,UL-1,45.933631,13.450798
"VIA AQUILEIA 22, 33100, UDINE, UD",01056960311,BORROZZINO S.R.L.,UL-1,46.060316,13.241746
"VIA AQUILEIA 22, 34070, TURRIACO, GO",00308330315,FIORETTO RENATO S.R.L.,UL-2,45.820142,13.444592
"VIA AQUILEIA 25/F, 33050, PAVIA DI UDINE, UD",02588990305,NONINO DISTILLATORI S.R.L.,UL-2,45.975013,13.32431
"VIA AQUILEIA 29, 34077, RONCHI DEI LEGIONARI, GO",00877040329,SERVICOM S.R.L.,UL-1,45.822282,13.4938
"VIA AQUILEIA 3, 33058, SAN GIORGIO DI NOGARO, UD",02966280303,GAMI HOTEL SERVICE S.R.L.,UL-1,45.831913,13.211936
"VIA AQUILEIA 34, 33052, CERVIGNANO DEL FRIULI, UD",01084910312,ISTITUTO ACUSTICO PONTONI S.R.L.,UL-3,45.820196,13.334794
"VIA AQUILEIA 34, 33054, LIGNANO SABBIADORO, UD",02507210306,EUREKA GROUP S.R.L.,UL-1,45.688909,13.143303
"VIA AQUILEIA 39, 33050, BAGNARIA ARSA, UD",02852390307,4DODO S.R.L.,UL-1,45.846763,13.305843
"VIA AQUILEIA 40, 34170, GORIZIA, GO",02941630309,GEFF S.R.L.,UL-3,45.934121,13.603487
"VIA AQUILEIA 40/A, 33054, LIGNANO SABBIADORO, UD",01098910324,MONTICOLO&FOTI IMPIANTI S.R.L.,UL-2,45.688816,13.143186
"VIA AQUILEIA 42, 33170, PORDENONE, PN",01435490931,MARE UNO S.R.L.,UL-1,45.949349,12.690184
"VIA AQUILEIA 44, 33170, PORDENONE, PN",00488110933,CANTON COLORI S.R.L.,UL-2,45.949167,12.690218
"VIA AQUILEIA 46, 33170, PORDENONE, PN",00305330938,DEPARI S.R.L.,UL-1,45.949063,12.690371
"VIA AQUILEIA 46, 34077, RONCHI DEI LEGIONARI, GO",01204140311,ACIRENT S.R.L.,UL-1,45.819225,13.473788
"VIA AQUILEIA 46, 34170, GORIZIA, GO",04824260261,ENERGY SAVING GROUP S.R.L.,UL-4,45.93421,13.602899
"VIA AQUILEIA 52, 33100, UDINE, UD",01084910312,ISTITUTO ACUSTICO PONTONI S.R.L.,UL-2,46.05938,13.242938
"VIA AQUILEIA 53, 33100, UDINE, UD",00311860308,PORZIO S.R.L.,UL-3,46.05918,13.242848
"VIA AQUILEIA 53/B, 33100, UDINE, UD",00311860308,PORZIO S.R.L.,UL-11,46.059228,13.242855
"VIA AQUILEIA 55, 33100, UDINE, UD",02052570302,SINE S.R.L. (SERVIZI INTEGRATI DEL NORD EST),UL-12,46.059089,13.242995
"VIA AQUILEIA 6, 34070, VILLESSE, GO",00052120318,CORTEM S.P.A.,UL-8,45.8693,13.44865
"VIA AQUILEIA 60, 34071, CORMONS, GO",01019890316,HardWare S.R.L.,UL-1,45.960315,13.469472
"VIA AQUILEIA 64/A, 33050, BAGNARIA ARSA, UD",00993780329,EDITRICE HOLDING S.R.L,UL-1,45.890283,13.312165
"VIA AQUILEIA 66, 33040, CORNO DI ROSAZZO, UD",02940320308,IL GALLO ROSSO SRL,UL-4,45.988307,13.444761
"VIA AQUILEIA 68, 34076, ROMANS D ISONZO, GO",01154190316,MARMI SFILIGOI S.R.L.,UL-1,45.887515,13.440354
"VIA AQUILEIA 7, 34070, VILLESSE, GO",01137070312,GSE MANUTENZIONI S.R.L.,UL-3,45.856601,13.443561
"VIA AQUILEIA 73/A, 34070, VILLESSE, GO",01211990310,AL CIAVEDAL S.R.L.,UL-1,45.861703,13.435425
"VIA AQUILEIA 76, 34076, ROMANS D ISONZO, GO",00050970318,MORGANTE S.R.L.,UL-1,45.880112,13.441327
"VIA AQUILEIA 79, 33100, UDINE, UD",00728100264,COMMERCIALE EURO S.R.L.,UL-3,46.058475,13.243817
"VIA AQUILEIA 8, 33054, LIGNANO SABBIADORO, UD",00994870301,SAN CARLO TURISTICA S.R.L.,UL-2,45.689679,13.14474
"VIA AQUILEIA 87, 33052, CERVIGNANO DEL FRIULI, UD",01162820938,PONTAROLO COMMERCIALE S.R.L.,UL-1,45.811705,13.34191
"VIA AQUILEIA 89, 33050, PAVIA DI UDINE, UD",01120870314,BERTOLINI WILD S.R.L.,UL-1,45.975939,13.32758
"VIA AQUILEIA 9, 34072, GRADISCA D ISONZO, GO",01070220312,IRISACQUA S.R.L.,UL-5,45.891384,13.497442
"VIA AQUILEIA 92, 34076, ROMANS D ISONZO, GO",01114770314,EDILPROGRES S.R.L.,UL-1,45.887515,13.440354
"VIA AQUILEIA S.N.C., 34076, ROMANS D ISONZO, GO",00052120318,CORTEM S.P.A.,UL-4,45.875531,13.442963
"VIA AQUILEIA SN, 34076, ROMANS D ISONZO, GO",01823340300,IMPRESA CARLETTI VIRGINIO S.R.L.,UL-1,45.875531,13.442963
"VIA ARA PACIS 52/1, 34071, CORMONS, GO",01023220310,ARTIS ARTIGIANATO ISONTINO SERVIZI S.R.L.,UL-3,45.95287,13.46265
"VIA ARBA 8, 33085, MANIAGO, PN",01555240934,ORMA S.R.L.,UL-1,46.165187,12.712448
"VIA ARCANO 5, 33030, RIVE D ARCANO, UD",02449700307,NICLI IMPIANTI S.R.L.,UL-3,46.132699,13.01766
"VIA ARCANO SUPERIORE 12/1, 33030, RIVE D ARCANO, UD",02047620303,A&T 2000 S.P.A.,UL-4,46.125476,13.02461
"VIA ARCHI 8-1, 34142, TRIESTE, TS",01254160326,EDILIMPIANTI TRIESTE S.R.L.,UL-2,45.65124,13.79167
"VIA ARCO DELLA TARTANA 1, 33054, LIGNANO SABBIADORO, UD",02325330302,FUTURA A.C. S.R.L.,UL-3,45.668322,13.106955
"VIA ARGENTINA 21, 33100, UDINE, UD",02294330309,NEXT S.R.L.,UL-1,46.078045,13.278389
"VIA ARGINE DEI MORERI 12, 34073, GRADO, GO",01134710316,RANAGALLE S.R.L.,UL-1,45.679785,13.400332
"VIA ARIS 33, 34074, MONFALCONE, GO",01301070320,RIEDERBIER PROMOTION MANAGEMENT - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.81127,13.517528
"VIA ARMANDO DIAZ 43, 33010, TRASAGHIS, UD",02928640305,NORD EST EXPRESS S.R.L.,UL-2,46.282851,13.070384
"VIA ARMANDO DIAZ 55, 33027, PAULARO, UD",02820620306,AL VECCHIO FORNO S.R.L.,UL-1,46.531054,13.115538
"VIA ARMANDO DIAZ 7, 33044, MANZANO, UD",00420090318,PAN S.R.L.,UL-1,45.986326,13.36787
"VIA ARMENIA 1, 33078, SAN VITO AL TAGLIAMENTO, PN",01479990937,PRISMA S.R.L.,UL-4,45.94772,12.885968
"VIA ARMENIA 1/A, 33078, SAN VITO AL TAGLIAMENTO, PN",00412260937,CENTRO SERVIZI DOGANALI - S.P.A.,UL-45,45.94772,12.885968
"VIA ARMENIA 12, 33078, SAN VITO AL TAGLIAMENTO, PN",01131350934,ROSENBERG ITALIA S.R.L.,UL-2,45.950072,12.883471
"VIA ARMENIA 1-2, 33078, SAN VITO AL TAGLIAMENTO, PN",00561810938,LTL S.P.A.,UL-4,45.94772,12.885968
"VIA ARMENIA 15, 33078, SAN VITO AL TAGLIAMENTO, PN",02242040265,GHIAIE PONTE ROSSO S.R.L.,UL-4,45.950494,12.88363
"VIA ARMENTARESSA 10, 34076, ROMANS D ISONZO, GO",01122940313,FERROLUCE S.R.L.,UL-1,45.883325,13.437762
"VIA ARMENTARESSA 5, 34076, ROMANS D ISONZO, GO",01196420317,CHROMATOS S.R.L.,UL-1,45.882634,13.438311
"VIA ARMENTARESSA 7, 34076, ROMANS D ISONZO, GO",01066680313,MOD. LAND S.R.L.,UL-1,45.882966,13.437597
"VIA ARMENTARESSA 8, 34076, ROMANS D ISONZO, GO",01122940313,FERROLUCE S.R.L.,UL-2,45.882887,13.437824
"VIA ARMENTARESSA SN, 33013, GEMONA DEL FRIULI, UD",00500670310,ARRIVA UDINE S.P.A.,UL-11,46.276316,13.116265
"VIA ARMENTAREZZA 5, 33040, PREMARIACCO, UD",02932610302,RACETECH SRL,UL-2,46.032641,13.391906
"VIA ARRIO 90, 33030, BUIA, UD",01571600301,REVERSO - S.R.L.,UL-7,46.213941,13.129066
"VIA ARSA 1, 33050, TORVISCOSA, UD",01444600934,CASMO S.R.L.,UL-1,45.863521,13.263808
"VIA ARTEMIDORO 8, 34134, TRIESTE, TS",01301840326,ELLEA FUSION - SOCIETA  A RESPONSABILITA  LIMITATA,UL-1,45.65914,13.780477
"VIA ARTICO DA CUSSIGNACCO 6/3, 33100, UDINE, UD",02426720302,SILCE S.R.L.,UL-1,46.023818,13.25272
"VIA ARTICO DI PRAMPERO 7, 33100, UDINE, UD",02915190306,IMMAGINET S.R.L.,UL-1,46.061429,13.237554
"VIA ARTIGIANI EST 8-10, 33054, LIGNANO SABBIADORO, UD",02678330305,PLAYA ECOLOGY S.R.L.,UL-1,45.681245,13.112255
"VIA ARTIGIANI OVEST 10, 33054, LIGNANO SABBIADORO, UD",00481200301,IMMOBILIARE M.A.J. S.R.L.,UL-1,45.680886,13.109677
"VIA ARTIGIANI OVEST 4, 33054, LIGNANO SABBIADORO, UD",01286500309,MTF SRL,UL-6,45.680779,13.110268
"VIA ARTURO MALIGNANI 10, 33040, PREMARIACCO, UD",01715420301,IMMOBILIARE LONGOBARDA S.R.L.,UL-1,46.046164,13.383269
"VIA ARTURO MALIGNANI 10, 33100, UDINE, UD",00844080325,SERVIZI ASSISTENZA LAVORO - S.R.L.,UL-11,46.069627,13.226527
"VIA ARTURO MALIGNANI 13, 33031, BASILIANO, UD",02571350301,CARR SERVICE SRL,UL-6,46.008624,13.118488
"VIA ARTURO MALIGNANI 14, 33040, ATTIMIS, UD",03061490268,EUROLLS S.P.A.,UL-1,46.181832,13.295706
"VIA ARTURO MALIGNANI 17, 33031, BASILIANO, UD",02333530307,IDEA PROTOTIPI SRL,UL-1,46.008856,13.119142
"VIA ARTURO MALIGNANI 18, 33035, MARTIGNACCO, UD",00269350302,PRATIC - F.LLI ORIOLI - S.P.A.,UL-5,46.096781,13.134248
"VIA ARTURO MALIGNANI 19, 33040, PREMARIACCO, UD",02188280305,VERNICIATURA G. & G. S.R.L.,UL-1,46.0462,13.38303
"VIA ARTURO MALIGNANI 21, 33058, SAN GIORGIO DI NOGARO, UD",02926830304,CENTRO SERVIZI NAVALI S.P.A.,UL-1,45.79824,13.213303
"VIA ARTURO MALIGNANI 23, 33040, PREMARIACCO, UD",01655370938,TEXTILE SERVICE INTERNATIONAL T. & I. S.R.L.,UL-1,46.047295,13.38454
"VIA ARTURO MALIGNANI 25/27, 33031, BASILIANO, UD",02773110305,2H S.R.L.,UL-1,46.00898,13.119333
"VIA ARTURO MALIGNANI 26, 33035, MARTIGNACCO, UD",02991950300,ERRE ESSE IMMOBILIARE SRL,UL-1,46.076544,13.183854
"VIA ARTURO MALIGNANI 29, 33080, FIUME VENETO, PN",01751660935,PROMOTEC SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-2,45.927436,12.73219
"VIA ARTURO MALIGNANI 3, 33031, BASILIANO, UD",01173530310,V & G SOCIETA  A RESPONSABILITA  LIMITATA SEMPLIFICATA,UL-1,46.008266,13.117122
"VIA ARTURO MALIGNANI 34, 33077, SACILE, PN",01690030935,TOMITECH SRL,UL-2,45.945147,12.470922
"VIA ARTURO MALIGNANI 38, 33077, SACILE, PN",01344360936,HITEC - S.R.L.,UL-5,45.944653,12.468883
"VIA ARTURO MALIGNANI 42, 33077, SACILE, PN",01344360936,HITEC - S.R.L.,UL-6,45.945408,12.472401
"VIA ARTURO MALIGNANI 73, 33031, BASILIANO, UD",02132940301,ITEC DI MATTAROLLO S.R.L.,UL-2,46.012107,13.12485
"VIA ARTURO MALIGNANI 76, 33031, BASILIANO, UD",01792320309,BCF ITALIA S.R.L.,UL-4,46.014008,13.128767
"VIA ARTURO MALIGNANI 8, 33040, ATTIMIS, UD",02652350303,RODA SYSTEM S.R.L.,UL-2,46.183098,13.298277
"VIA ARTURO MALIGNANI 8, 33100, UDINE, UD",00844080325,SERVIZI ASSISTENZA LAVORO - S.R.L.,UL-2,46.069662,13.226582
"VIA ARTURO MALIGNANI 9, 33100, UDINE, UD",02740440306,VECCHIASAURIS S.R.L.,UL-1,46.069873,13.226606
"VIA ARTURO MALIGNANI S.N.C., 33040, PREMARIACCO, UD",02362310266,ELLETI S.R.L.,UL-2,46.045565,13.38293
"VIA ARTURO MALIGNANI, 33057, PALMANOVA, UD",01331610301,SAGER S.R.L.,UL-14,45.907038,13.290429
"VIA ARTURO TOSCANINI 8, 33084, CORDENONS, PN",01196380933,ORALPLANT S.R.L.,UL-1,45.992197,12.702759
"VIA ASMARA 16/18, 33050, LESTIZZA, UD",01399210937,FIVE STARS S.R.L.,UL-1,45.9613,13.112779
"VIA ASQUINI 6, 33031, BASILIANO, UD",01920980305,EDILTOMADA S.R.L.,UL-1,46.015549,13.099463
"VIA ASTEMIO 5, 33038, SAN DANIELE DEL FRIULI, UD",01688470937,C&C GROUP OSPITALITA  ITALIANA SRL,UL-2,46.16466,13.000973
"VIA AUGUSTO COLOMBO 6, 34074, MONFALCONE, GO",01094940317,VISTA PIU  S.R.L.,UL-1,45.801923,13.552152
